host_response_rate,host_is_superhost,host_listings_count,zipcode,room_type,bathrooms,accommodates,beds,bed_type,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,availability_30,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,cancellation_policy,reviews_per_month
N/A,t,1,28806,Private room,1,2,1,Real Bed,65.00,0.00,20.00,1.00,0.00,2,9,44,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,2.97
100%,t,3,28806,Entire home/apt,1.5,2,1,Real Bed,149.00,0.00,45.00,2.00,40.00,1,26,49,99.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,3.46
N/A,f,1,28806,Private room,1,2,1,Real Bed,59.00,100.00,25.00,1.00,0.00,2,13,49,98.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,3.36
N/A,f,1,28704,Private room,1,2,1,Real Bed,70.00,200.00,0.00,2.00,0.00,2,0,10,100.00,10.00,10.00,10.00,10.00,9.00,10.00,flexible,0.66
N/A,t,1,28806,Entire home/apt,1,7,4,Real Bed,200.00,0.00,0.00,7.00,0.00,2,8,103,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,7.43
N/A,f,1,28806,Private room,1,4,1,Real Bed,65.00,0.00,10.00,2.00,10.00,1,0,34,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,2.7
N/A,t,1,28806,Entire home/apt,1,6,3,Real Bed,165.00,200.00,70.00,6.00,0.00,2,3,66,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,5.29
100%,t,2,28804,Entire home/apt,3.5,15,9,Real Bed,375.00,500.00,285.00,12.00,25.00,3,16,5,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,1.1
N/A,t,1,28803,Private room,1,2,1,Real Bed,75.00,0.00,20.00,1.00,0.00,2,12,69,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,4.96
N/A,t,1,28806,Entire home/apt,1,4,2,Real Bed,60.00,0.00,55.00,2.00,10.00,1,13,64,97.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,4.31
100%,f,1,28806,Private room,1,4,2,Real Bed,75.00,0.00,25.00,2.00,15.00,2,20,18,93.00,10.00,9.00,10.00,10.00,10.00,9.00,moderate,1.28
100%,t,1,28805,Entire home/apt,2,5,3,Real Bed,285.00,500.00,100.00,6.00,35.00,1,14,43,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,3.04
100%,t,1,28806,Entire home/apt,1,4,2,Real Bed,125.00,0.00,50.00,4.00,25.00,2,5,60,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,4.26
100%,t,1,28805,Entire home/apt,1,4,2,Real Bed,95.00,0.00,0.00,4.00,0.00,2,18,35,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,2.48
N/A,f,173,28704,Entire home/apt,1,5,2,Real Bed,225.00,0.00,97.00,5.00,0.00,2,11,3,100.00,9.00,10.00,9.00,10.00,9.00,10.00,strict_14_with_grace_period,0.21
100%,t,4,28804,Entire home/apt,1,6,2,Real Bed,85.00,300.00,75.00,2.00,35.00,2,17,52,96.00,10.00,10.00,10.00,10.00,10.00,9.00,moderate,3.67
N/A,f,1,28806,Entire home/apt,2,4,1,Real Bed,80.00,250.00,20.00,1.00,0.00,3,0,7,97.00,10.00,10.00,10.00,10.00,9.00,10.00,flexible,0.48
90%,f,2,28806,Private room,1,2,1,Real Bed,85.00,250.00,15.00,1.00,12.00,1,23,21,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,1.44
99%,f,9,28801,Entire home/apt,1,2,1,Real Bed,95.00,,40.00,1.00,0.00,1,12,64,87.00,9.00,9.00,10.00,9.00,10.00,8.00,strict_14_with_grace_period,4.35
100%,t,2,28804,Entire home/apt,2,4,3,Real Bed,200.00,,80.00,1.00,0.00,2,12,13,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,1.12
100%,t,5,28806,Private room,1,2,1,Real Bed,40.00,0.00,0.00,2.00,10.00,1,0,4,90.00,9.00,9.00,10.00,10.00,9.00,9.00,moderate,0.27
100%,t,5,28806,Private room,1,2,1,Real Bed,45.00,,,1.00,0.00,1,0,6,90.00,9.00,9.00,10.00,10.00,9.00,9.00,moderate,0.41
100%,t,2,28801,Entire home/apt,2,4,2,Real Bed,125.00,2399.00,59.00,1.00,30.00,2,4,5,96.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,0.52
100%,t,1,28803,Entire home/apt,1,6,3,Real Bed,119.00,200.00,30.00,2.00,20.00,1,5,95,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,7.46
100%,t,4,28806,Entire home/apt,2,10,3,Real Bed,149.00,1500.00,70.00,6.00,50.00,2,13,75,96.00,10.00,10.00,10.00,10.00,9.00,9.00,strict_14_with_grace_period,5.14
100%,t,1,28806,Entire home/apt,1,4,2,Real Bed,61.00,0.00,25.00,2.00,10.00,2,15,77,97.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,5.26
100%,t,1,28804,Entire home/apt,1,2,1,Real Bed,70.00,0.00,25.00,1.00,0.00,2,18,46,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,3.27
N/A,t,1,28801,Entire home/apt,1,2,1,Real Bed,110.00,0.00,20.00,2.00,0.00,2,8,52,97.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,3.55
100%,t,3,28804,Private room,1.5,2,1,Real Bed,85.00,0.00,15.00,1.00,0.00,1,16,84,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,5.75
100%,f,4,28704,Entire home/apt,2,6,4,Real Bed,150.00,250.00,75.00,2.00,25.00,2,17,38,97.00,10.00,10.00,10.00,10.00,9.00,10.00,strict_14_with_grace_period,2.73
100%,t,1,28805,Entire home/apt,1,3,2,Real Bed,110.00,0.00,0.00,1.00,0.00,2,17,26,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,1.84
100%,t,3,28804,Private room,1.5,2,1,Real Bed,85.00,0.00,15.00,1.00,0.00,1,12,101,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,7
100%,t,2,28804,Private room,1,4,2,Real Bed,81.00,0.00,35.00,1.00,0.00,1,9,37,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,2.8
100%,t,3,28804,Private room,1.5,4,2,Real Bed,160.00,0.00,25.00,1.00,0.00,2,10,20,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,1.42
100%,t,1,28801,Entire home/apt,1,4,2,Real Bed,99.00,200.00,45.00,2.00,15.00,1,9,88,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,6.04
N/A,t,1,28803,Private room,1,3,1,Real Bed,50.00,0.00,12.00,1.00,0.00,1,6,103,98.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,7.29
N/A,t,1,28803,Entire home/apt,2,4,2,Real Bed,250.00,250.00,65.00,1.00,0.00,2,0,11,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,0.88
75%,f,1,28806,Entire home/apt,1.5,5,3,Real Bed,65.00,0.00,25.00,4.00,10.00,1,12,0,,,,,,,,flexible,
N/A,t,1,28806,Entire home/apt,2,6,3,Real Bed,245.00,150.00,75.00,6.00,25.00,1,0,9,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,0.68
100%,t,1,28805,Entire home/apt,1,3,2,Real Bed,125.00,200.00,30.00,2.00,35.00,2,9,89,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,6.42
N/A,t,1,28806,Entire home/apt,1,5,2,Real Bed,95.00,,25.00,3.00,25.00,2,0,20,96.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,2.32
100%,t,4,28803,Entire home/apt,3,10,7,Real Bed,289.00,500.00,75.00,1.00,0.00,5,0,0,,,,,,,,strict_14_with_grace_period,
100%,t,2,28804,Entire home/apt,1,4,2,Real Bed,68.00,0.00,60.00,2.00,0.00,2,4,69,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,4.78
95%,t,1,28801,Entire home/apt,1,4,2,Real Bed,105.00,,,2.00,15.00,1,2,160,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,11.35
100%,t,1,28806,Entire home/apt,2.5,4,2,Real Bed,135.00,250.00,75.00,4.00,20.00,2,9,42,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,3.02
100%,t,1,28804,Shared room,1,2,1,Real Bed,30.00,0.00,25.00,1.00,20.00,1,7,30,96.00,10.00,9.00,10.00,10.00,10.00,9.00,moderate,2.12
N/A,t,2,28804,Entire home/apt,2.5,8,5,Real Bed,330.00,350.00,90.00,1.00,0.00,2,8,66,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,4.67
100%,t,1,,Entire home/apt,1,3,2,Real Bed,102.00,0.00,40.00,1.00,0.00,3,16,47,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,3.33
100%,t,1,28806,Entire home/apt,1,2,1,Real Bed,70.00,100.00,50.00,1.00,0.00,2,11,41,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,2.91
N/A,t,2,28801,Entire home/apt,1,4,1,Real Bed,96.00,500.00,60.00,2.00,15.00,2,18,23,97.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,2.14
100%,f,1,28803,Private room,1,5,3,Real Bed,70.00,,,1.00,0.00,2,10,8,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,3.64
N/A,t,1,28804,Entire home/apt,1,2,3,Real Bed,90.00,0.00,0.00,2.00,10.00,2,19,43,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,3.62
100%,f,1,28806,Entire home/apt,1,6,5,Real Bed,75.00,0.00,50.00,2.00,25.00,2,14,22,89.00,9.00,9.00,10.00,9.00,9.00,8.00,moderate,1.58
85%,t,3,28803,Entire home/apt,1,8,4,Real Bed,144.00,0.00,60.00,2.00,10.00,2,21,29,96.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,2.32
100%,f,3,28801,Entire home/apt,1,2,2,Real Bed,63.00,100.00,100.00,2.00,0.00,30,0,1,100.00,10.00,10.00,10.00,10.00,10.00,6.00,flexible,0.43
100%,t,1,28806,Entire home/apt,2,7,3,Real Bed,195.00,250.00,120.00,6.00,25.00,3,15,23,98.00,10.00,10.00,10.00,10.00,9.00,9.00,strict_14_with_grace_period,1.74
100%,t,3,28801,Private room,1,2,1,Real Bed,135.00,100.00,25.00,2.00,95.00,1,9,23,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,1.81
N/A,t,1,28801,Entire home/apt,1,3,1,Real Bed,98.00,100.00,40.00,1.00,0.00,2,10,91,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,6.45
N/A,t,1,28803,Entire home/apt,1,2,1,Real Bed,42.00,0.00,20.00,1.00,0.00,1,5,100,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,7.21
100%,t,2,28805,Entire home/apt,1,4,3,Real Bed,150.00,500.00,60.00,2.00,20.00,2,17,46,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,3.61
N/A,t,2,28806,Entire home/apt,1,2,1,Real Bed,200.00,0.00,75.00,2.00,25.00,2,0,3,100.00,10.00,10.00,10.00,10.00,9.00,10.00,strict_14_with_grace_period,0.25
100%,t,1,28803,Private room,1,2,2,Real Bed,85.00,,12.00,2.00,20.00,1,7,18,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,1.29
100%,t,3,28801,Private room,3,4,2,Real Bed,250.00,100.00,50.00,1.00,0.00,1,7,9,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,0.73
N/A,f,1,28803,Entire home/apt,2,4,2,Real Bed,310.00,200.00,30.00,1.00,0.00,3,0,4,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,0.29
100%,t,1,28806,Entire home/apt,1,4,2,Real Bed,60.00,,30.00,2.00,10.00,1,8,66,95.00,10.00,10.00,10.00,10.00,9.00,10.00,moderate,4.75
N/A,t,9,28806,Entire home/apt,1,4,1,Real Bed,159.00,0.00,69.00,1.00,0.00,2,5,5,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,0.37
100%,t,1,28803,Entire home/apt,1,2,1,Real Bed,49.00,0.00,20.00,2.00,15.00,2,9,78,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,5.53
100%,t,1,28806,Entire home/apt,1,2,1,Real Bed,68.00,0.00,30.00,1.00,0.00,1,15,84,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,6.15
100%,f,1,28804,Private room,1,2,1,Real Bed,50.00,100.00,10.00,2.00,35.00,1,0,7,97.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,0.55
100%,t,1,28804,Entire home/apt,1,2,1,Real Bed,125.00,0.00,30.00,1.00,0.00,2,17,29,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,2.06
N/A,t,1,28803,Entire home/apt,1,4,2,Real Bed,89.00,450.00,55.00,2.00,25.00,1,6,105,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,7.43
99%,t,145,28803,Entire home/apt,4,17,6,Real Bed,925.00,1000.00,425.00,14.00,0.00,1,15,7,97.00,9.00,10.00,10.00,9.00,10.00,9.00,super_strict_60,1.02
N/A,f,1,28805,Private room,1,4,3,Real Bed,129.00,150.00,30.00,4.00,15.00,1,4,6,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,2.05
100%,f,1,28803,Entire home/apt,1,4,2,Real Bed,115.00,100.00,0.00,2.00,10.00,2,14,50,93.00,10.00,9.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,3.6
N/A,t,1,28806,Entire home/apt,1,4,2,Real Bed,138.00,100.00,60.00,2.00,15.00,2,5,61,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,4.41
N/A,t,2,28806,Entire home/apt,1,2,1,Real Bed,93.00,0.00,50.00,1.00,0.00,2,5,62,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,4.76
100%,t,1,28806,Private room,2,6,3,Real Bed,175.00,150.00,70.00,4.00,25.00,2,13,44,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,3.32
N/A,f,1,28803,Entire home/apt,1,2,1,Real Bed,105.00,250.00,65.00,2.00,25.00,2,15,5,93.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,0.41
100%,t,2,28804,Entire home/apt,1,6,4,Real Bed,195.00,500.00,125.00,6.00,40.00,3,0,12,97.00,10.00,10.00,10.00,10.00,10.00,9.00,strict_14_with_grace_period,0.86
100%,t,1,28805,Entire home/apt,1,4,2,Real Bed,100.00,100.00,45.00,2.00,10.00,3,23,16,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,1.28
N/A,t,2,28715,Private room,1,2,1,Real Bed,39.00,200.00,35.00,2.00,58.00,2,16,24,99.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,1.95
N/A,f,173,28804,Entire home/apt,2,6,2,Real Bed,320.00,0.00,142.00,6.00,0.00,2,17,0,,,,,,,,strict_14_with_grace_period,
N/A,f,173,28803,Entire home/apt,2,2,1,Real Bed,70.00,0.00,56.00,2.00,0.00,30,18,0,,,,,,,,strict_14_with_grace_period,
N/A,f,173,28805,Entire home/apt,1,2,1,Real Bed,40.00,0.00,120.00,2.00,0.00,30,0,0,,,,,,,,strict_14_with_grace_period,
100%,f,8,28805,Entire home/apt,3,10,6,Real Bed,325.00,500.00,275.00,8.00,30.00,4,12,3,93.00,10.00,10.00,10.00,10.00,10.00,9.00,strict_14_with_grace_period,0.28
N/A,f,173,28806,Entire home/apt,2.5,9,4,Real Bed,335.00,0.00,170.00,9.00,0.00,2,11,4,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,0.6
N/A,t,1,28803,Entire home/apt,1,2,1,Real Bed,85.00,100.00,20.00,1.00,0.00,1,13,189,98.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,14.03
100%,t,1,28804,Entire home/apt,2,8,5,Real Bed,185.00,250.00,120.00,8.00,20.00,3,20,42,99.00,10.00,10.00,10.00,10.00,9.00,10.00,moderate,3.41
N/A,t,1,28806,Entire home/apt,1,4,2,Real Bed,69.00,0.00,30.00,2.00,10.00,1,7,101,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,7.52
N/A,f,1,28803,Private room,1,2,1,Real Bed,90.00,0.00,15.00,1.00,0.00,1,0,4,100.00,9.00,9.00,10.00,10.00,9.00,9.00,flexible,0.29
100%,t,1,28806,Entire home/apt,1,4,2,Real Bed,10.00,500.00,50.00,4.00,20.00,1,9,98,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,7.1
100%,t,1,28806,Entire home/apt,1,3,2,Real Bed,95.00,,,1.00,0.00,2,14,23,97.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,1.91
100%,f,1,28801,Entire home/apt,1,4,2,Real Bed,169.00,300.00,50.00,1.00,0.00,1,8,134,95.00,10.00,10.00,10.00,10.00,10.00,9.00,strict_14_with_grace_period,10.08
N/A,t,9,28806,Entire home/apt,1,4,2,Real Bed,199.00,0.00,69.00,1.00,0.00,2,12,7,100.00,10.00,10.00,10.00,10.00,9.00,10.00,moderate,0.56
N/A,f,1,28704,Entire home/apt,1,2,1,Real Bed,99.00,150.00,49.00,2.00,40.00,2,18,7,97.00,10.00,10.00,10.00,10.00,9.00,9.00,moderate,0.59
100%,t,1,28803,Private room,1,2,1,Real Bed,60.00,0.00,15.00,2.00,5.00,1,7,72,98.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,5.33
N/A,t,1,28806,Entire home/apt,1,4,2,Real Bed,99.00,250.00,35.00,2.00,35.00,1,0,76,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,5.57
100%,t,1,28804,Entire home/apt,1,2,1,Real Bed,75.00,200.00,40.00,2.00,25.00,2,16,32,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,2.4
100%,t,1,28803,Entire home/apt,2.5,10,6,Real Bed,295.00,150.00,150.00,1.00,0.00,1,11,45,99.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,3.6
N/A,f,1,28715,Entire home/apt,1,4,3,Real Bed,75.00,0.00,40.00,1.00,0.00,2,0,14,98.00,10.00,9.00,10.00,9.00,10.00,10.00,moderate,1.03
100%,t,1,28804,Private room,1,2,1,Real Bed,125.00,250.00,50.00,2.00,25.00,2,18,31,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,2.48
100%,t,1,28804,Entire home/apt,3,8,4,Real Bed,325.00,200.00,120.00,1.00,0.00,3,18,11,100.00,10.00,10.00,10.00,10.00,10.00,9.00,strict_14_with_grace_period,0.88
100%,t,1,28801,Entire home/apt,1,4,2,Real Bed,107.00,0.00,40.00,1.00,0.00,2,10,42,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,3.36
100%,t,1,28806,Entire home/apt,1,3,2,Real Bed,62.00,100.00,50.00,2.00,10.00,2,11,34,96.00,10.00,10.00,10.00,10.00,9.00,10.00,moderate,2.58
N/A,f,1,28803,Entire home/apt,1,4,2,Real Bed,250.00,0.00,25.00,2.00,0.00,1,19,87,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,6.59
N/A,f,1,28801,Entire home/apt,1,2,1,Real Bed,70.00,100.00,30.00,2.00,10.00,2,0,0,,,,,,,,moderate,
100%,f,1,28804,Entire home/apt,1,2,1,Real Bed,45.00,200.00,50.00,2.00,20.00,30,0,3,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,0.28
100%,t,2,28806,Entire home/apt,1,2,1,Real Bed,78.00,,50.00,1.00,0.00,3,12,38,99.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,2.8
100%,t,1,28805,Entire home/apt,1,3,2,Real Bed,125.00,0.00,50.00,2.00,25.00,1,14,65,98.00,10.00,10.00,10.00,10.00,10.00,9.00,moderate,5
N/A,t,1,28806,Entire home/apt,1,2,1,Real Bed,68.00,0.00,30.00,1.00,0.00,1,8,55,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,4.08
N/A,f,1,28804,Private room,1,2,1,Real Bed,57.00,,5.00,1.00,0.00,1,0,7,86.00,9.00,9.00,9.00,9.00,9.00,9.00,flexible,0.52
100%,t,1,28801,Entire home/apt,1,4,2,Real Bed,145.00,200.00,35.00,2.00,30.00,2,11,80,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,6.06
N/A,t,2,28806,Entire home/apt,1,2,1,Real Bed,99.00,0.00,45.00,1.00,0.00,2,8,74,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,5.52
100%,t,1,28806,Entire home/apt,1,3,2,Real Bed,130.00,0.00,30.00,2.00,20.00,1,20,49,96.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,4.2
100%,t,2,28801,Private room,1,1,1,Real Bed,39.00,,6.00,1.00,0.00,1,6,95,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,8.74
100%,t,1,28801,Entire home/apt,1,4,2,Real Bed,109.00,0.00,25.00,2.00,10.00,1,10,62,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,5.05
100%,f,3,29710,Private room,1,2,1,Real Bed,80.00,,,2.00,35.00,1,29,0,,,,,,,,flexible,
N/A,f,4,28806,Entire home/apt,1,5,2,Real Bed,115.00,250.00,55.00,2.00,15.00,1,19,17,86.00,10.00,10.00,9.00,10.00,10.00,8.00,strict_14_with_grace_period,1.27
100%,f,1,28804,Private room,1.5,2,1,Real Bed,20.00,0.00,25.00,1.00,0.00,1,3,1,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,1
N/A,t,1,28801,Entire home/apt,1,4,1,Real Bed,135.00,250.00,50.00,1.00,0.00,2,21,38,99.00,10.00,10.00,10.00,10.00,10.00,9.00,moderate,2.88
100%,t,1,28804,Entire home/apt,1,4,2,Real Bed,80.00,100.00,50.00,4.00,100.00,1,9,15,97.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,1.27
N/A,t,1,28803,Entire home/apt,1,4,2,Real Bed,125.00,250.00,50.00,2.00,15.00,1,14,54,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,4.32
N/A,f,11,28801,Entire home/apt,2,6,4,Real Bed,250.00,300.00,150.00,5.00,15.00,30,10,0,,,,,,,,strict_14_with_grace_period,
99%,f,9,28801,Entire home/apt,1,2,1,Real Bed,100.00,,40.00,1.00,0.00,1,18,46,87.00,9.00,9.00,9.00,9.00,10.00,9.00,strict_14_with_grace_period,3.45
100%,t,1,28804,Entire home/apt,1,3,1,Real Bed,150.00,,,1.00,0.00,1,19,41,98.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,3.27
100%,t,1,28801,Entire home/apt,1,4,2,Real Bed,120.00,0.00,30.00,1.00,0.00,3,11,40,99.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,3.08
100%,t,2,28806,Private room,1.5,5,2,Real Bed,99.00,200.00,75.00,1.00,0.00,5,0,1,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,0.08
100%,f,1,28806,Private room,1,4,3,Real Bed,85.00,,40.00,2.00,15.00,2,24,13,83.00,9.00,9.00,8.00,8.00,9.00,8.00,strict_14_with_grace_period,1.02
N/A,f,1,28801,Entire home/apt,2.5,10,6,Real Bed,145.00,0.00,120.00,1.00,0.00,30,0,1,100.00,,,,,,,strict_14_with_grace_period,0.11
100%,t,2,28806,Entire home/apt,1,3,1,Real Bed,135.00,0.00,35.00,2.00,15.00,1,6,93,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,7.21
N/A,t,1,28803,Private room,1,2,1,Real Bed,65.00,500.00,20.00,1.00,0.00,2,15,45,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,3.41
100%,t,1,28806,Private room,1,2,1,Real Bed,50.00,0.00,20.00,1.00,0.00,1,12,39,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,3.01
100%,t,1,28806,Entire home/apt,1,2,1,Real Bed,77.00,100.00,45.00,1.00,0.00,2,12,42,98.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,3.42
N/A,t,3,,Private room,1,4,2,Real Bed,57.00,,,1.00,0.00,2,0,3,93.00,8.00,9.00,10.00,10.00,10.00,10.00,flexible,0.24
100%,t,1,28804,Entire home/apt,1,7,5,Real Bed,155.00,250.00,110.00,1.00,0.00,2,14,58,98.00,10.00,10.00,10.00,10.00,9.00,10.00,moderate,4.64
N/A,t,1,28803,Entire home/apt,1,4,1,Real Bed,70.00,0.00,40.00,2.00,25.00,2,10,75,97.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,5.89
100%,f,1,28715,Entire home/apt,1,4,2,Real Bed,85.00,200.00,40.00,4.00,40.00,2,20,30,95.00,10.00,9.00,10.00,10.00,10.00,10.00,moderate,2.31
N/A,t,1,28804,Entire home/apt,1,5,3,Real Bed,140.00,0.00,50.00,2.00,30.00,2,6,45,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,5.6
100%,t,1,28806,Private room,1,2,1,Real Bed,110.00,200.00,40.00,1.00,0.00,2,19,26,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,2.67
100%,f,1,28704,Entire home/apt,1,4,3,Real Bed,79.00,200.00,50.00,2.00,20.00,1,26,25,96.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,1.99
N/A,t,1,28806,Entire home/apt,1,2,1,Real Bed,70.00,0.00,30.00,2.00,20.00,1,4,90,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,7.74
100%,t,2,28803,Private room,1,2,1,Real Bed,85.00,0.00,25.00,1.00,0.00,2,12,18,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,1.49
100%,t,3,28806,Private room,1,2,1,Real Bed,49.00,100.00,0.00,1.00,0.00,1,0,76,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,5.86
100%,t,4,28806,Entire home/apt,2.5,6,4,Real Bed,300.00,600.00,175.00,4.00,0.00,2,21,49,98.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,3.86
N/A,t,1,28804,Entire home/apt,2,5,3,Real Bed,150.00,500.00,75.00,4.00,25.00,2,13,51,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,4.5
N/A,t,1,28805,Entire home/apt,1,3,1,Real Bed,87.00,500.00,25.00,2.00,20.00,1,20,58,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,4.63
100%,t,1,28804,Entire home/apt,1,5,3,Real Bed,130.00,500.00,50.00,1.00,0.00,2,20,14,99.00,10.00,10.00,10.00,10.00,10.00,9.00,strict_14_with_grace_period,1.14
100%,f,1,28801,Entire home/apt,1,4,2,Real Bed,100.00,100.00,15.00,1.00,0.00,1,17,48,94.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,4.5
100%,t,3,28806,Entire home/apt,1,2,1,Real Bed,75.00,0.00,45.00,2.00,100.00,3,20,37,98.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,2.91
N/A,f,173,28803,Entire home/apt,2.5,12,7,Real Bed,700.00,,170.00,12.00,0.00,30,0,0,,,,,,,,strict_14_with_grace_period,
